Job Title,Company Name,Location,Post Date,Summary,Salary,Job Link
Senior Software Developer,MetiSign,"Toronto, ON",2 days ago,"The qualified candidates should have good experience designing and architecting complex software systems that handle the entire data lifecycle, including data…","$100,000 - $120,000 a year",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BxVSiVJ2k_Fpzgt9hTtoRYe0aSWwbfQ5cr7I20C9WjqR-ZiW3sOdBuuZXadykTBHRRuSLRTJCEVDvsQvkV4s6_mGsHPKfJE-lB_3cVoUQu8cDK8Rvg9l_rIMsFYIYPw0sedxkRxy1VZ6rvSUKE2T_QWVIN69W_j_wlIE4NNO4xS61twQabMaq2yZQ3teSWc_juAPHyFQWBeygHxR2xU_acxIn3-gdKp1j7pet8Hx7esMcHKgJGvltrUIAcUZ2u9ogACoOcI04PubO0TLEXVg_UjwPDN2qC3lTo77MCM5bQgEM8OkaHR_p2lDdrZwYcOfjjamWmSqA2lkS1iizZBHRsqBUghaJjfabj87nZXHZSIlKwp-vU1_dQcsXwMkn91eveLhoXp-hPsxOVyyoLJiWatVpqEZapi3CyFQD6ZSQ9fxazMpDjPuEk3bLKFGURORnhPh1OfgCqww_EEyzoy20a&p=3&fvj=1&vjs=3
5G OAM Principal Software Developer,Dell Technologies,"Toronto, ON",5 days ago,"Work with OAM management to establish implementation assignments for OAM developers.
Work with team management and other development and test groups to develop…",,https://ca.indeed.com/rc/clk?jk=1029c32c3ba1d7a3&fccid=dd09fe3b43125016&vjs=3
Staff Software Engineer up to $200K (React and Redux),Motion Recruitment,"Toronto, ON",6 days ago,"In this role you’ll have a real impact architecting, designing, and developing features, APIs, and integrations to allow retail systems to communication with…","$200,000 a year",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CUlUvj6cbpNZjCTKcI5RsG-9d9OY_wp7CwCDOPZSBXOQPm-nc2-XtPmPax-s06xBVMwC3BP0Ke-mjUsdesPOp11waV_EpWt2JF8WCYKoacX1-IOT2shSbCt3hXVWAZ8CU438KwllBvHNgOQvfXvnOB0kLOOxLBc8vutb9H-Loa-ZBtsq5Nr8OITCeHsYFa27-kSxLnvidf7a7kjdpiDi4wApcEb9Xd59ZkWIWdN0xP6zODTc5pCaM_djgb8XcytFi3qAiDjNkCHO3eFdQWwOfCLZdSuPV5AlaU4raYPWuPbEORXm_VsC9KNC4rTDJ4_kOgiYJcoWoeAGT_8E6Gxf5URo-RoiyRj4UfgS2p8jwSikuvI5kwO82U6t3bolEhlS59zVFTQJVZ_NBl1oLq_aGlRahAhjUcGgg5QEX-pLv9fbpcNJvx-Lwd07pKm3xMR13I7YSmlgOxfVhn4sI9jvuqLx8m4p197jzKqcrl5IGfrEN6YEWeSDuTHGeyUZqAEpKCv2Do8M9pi34WT5fBhhizQ6puHrBRXAv6twZ0G3snGa7f3SywI7-6wxMKj2qVNSPkdWp4lm-mI7QqyEOmCnIOCnrOIhmJ1zyZ3B8MSEO5Y6bjUNzCN8F6&p=5&fvj=0&vjs=3
software developer,Westport Insurance Corporation,"Toronto, ON",14 days ago,"Write, modify, integrate and test software code.
Prepare reports, manuals and other documentation on the status, operation and maintenance of software.","$113,500 - $120,000 a year",https://ca.indeed.com/rc/clk?jk=902038ce6187c79b&fccid=5b42f836dff52b58&vjs=3
Full Stack Developer,KPMG,"Toronto, ON",26 days ago,"Experience using version control software (i.e. Git), and Waterfall and Agile development methodologies.
Own the product from a technical perspective making…",,https://ca.indeed.com/rc/clk?jk=3f10a47213bb8957&fccid=2dd390c3a48a7ed0&vjs=3
Full Stack Developer,Quantum Mob,"Toronto, ON",10 days ago,"Participate in code reviews and performing extensive testing to ensure high quality software.
3+ years of professional experience in a full-stack software…",,https://ca.indeed.com/rc/clk?jk=9d91bec34050c1aa&fccid=1b17fbae472661d1&vjs=3
Senior Software Developer (Frontend / React.js),Willow,"Toronto, ON",Just posted,"Mentoring and coaching other developers.
We’re looking for a talented candidate who can hit the ground running.
3+ years experience with React.js.","$90,000 - $130,000 a year",https://ca.indeed.com/company/MyWillow/jobs/Senior-Software-Developer-c923b66f6e8d5c6e?fccid=62d272d1265a7d40&vjs=3
Software Developer,IMS Incorporated,"Toronto, ON",Today,"At least 3 years experience as full stack developer, any level.
Full software development life cycle from product design, architecture, implementation and…","$50,000 - $58,500 a year",https://ca.indeed.com/company/REality-RE-Software/jobs/Software-Developer-0313b24088e7dae9?fccid=dc11c12833d4ebc1&vjs=3
Senior Software Engineer - Front End - Toronto Hub,Veeva Systems,"Toronto, ON",9 days ago,"Participate in all aspects of the software development life cycle.
Decompose existing software systems while working with and influencing others to improve…",,https://ca.indeed.com/rc/clk?jk=f58829526106aab2&fccid=353eb997fc901045&vjs=3
Email Developer,SoundHound Inc.,"Toronto, ON",2 days ago,"Code and maintain landing pages using a software like Pardot for our marketing campaigns.
Develop new or edit existing responsive HTML/CSS emails and templates…",,https://ca.indeed.com/rc/clk?jk=d40f4baf39e5536d&fccid=80413c126d4e4312&vjs=3
Software Engineer - Analytics,Amazon Dev Centre Canada ULC,"Toronto, ON",1 day ago,"2+ years of non-internship professional software development experience.
Experience building complex software systems that have been successfully delivered to…","$120,000 a year",https://ca.indeed.com/rc/clk?jk=e434a8c8b1b0230f&fccid=fe2d21eef233e94a&vjs=3
"Senior Application Developer - Salesforce - Opportunity for Working Remotely Toronto,",VMware,"Toronto, ON",Today,"Experienced in development methodologies and software delivery lifecycle.
Expert of software development life-cycle involving Salesforce.com implementations.",,https://ca.indeed.com/rc/clk?jk=f92f786842b95018&fccid=c762a27145bd166e&vjs=3
"Staff Software Engineer, Front End",HomeX,"Toronto, ON",6 days ago,"HomeX is seeking UX-focused, detail-oriented staff front-end engineers who are results-oriented, data focused, passionate and innovative in creating new…",,https://ca.indeed.com/rc/clk?jk=df3dd7778805528a&fccid=cd3e1b0daf5fb820&vjs=3
Front End Developer,GHD,"Toronto, ON",6 days ago,"Using software tools to code and design websites that meet the needs of the client.
Collaborating with an agile team of designers and back-end developers to…",,https://ca.indeed.com/rc/clk?jk=3a3a01674da04350&fccid=25b9aa55f7b71e5c&vjs=3
Embedded Graphics Software Engineer Intern,Facebook,"Toronto, ON",19 days ago,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building…",,https://ca.indeed.com/rc/clk?jk=994a6c0b25059720&fccid=1639254ea84748b5&vjs=3
Salesforce Developer,Canada Life Assurance Company,"Toronto, ON",2 days ago,"Minimum 3 years of experience as a Salesforce.com developer.
We provide expertise and strategic thought leadership that’s fueling Canada Life’s customer…",,https://ca.indeed.com/rc/clk?jk=1fa330b01c605f45&fccid=1d6ec442ed82ef80&vjs=3
Developer,Synergy Gateway,"Toronto, ON",22 days ago,"Designing and developing user interfaces using AngularJS best practices.
Adapting interface for modern internet applications using the latest front-end…",,https://ca.indeed.com/rc/clk?jk=e393894c3614c345&fccid=bb1472c31b5cd251&vjs=3
Software Developer III,Moneris Solutions Corporation,"Etobicoke, ON",6 days ago,"Timely management and support of software defects and issues/incidents.
The Software Developer is responsible for the design, development, implementation and…",,https://ca.indeed.com/rc/clk?jk=1a7df2a203a5966b&fccid=3308ce641126a211&vjs=3
"Software Developer, E-commerce",Square,"Toronto, ON",30+ days ago,"Build and maintain the core service and infrastructure that connects the Square ecosystem with the Weebly/ECOM Products, processing millions of requests per day…",,https://ca.indeed.com/rc/clk?jk=3bb60f72051a386e&fccid=09abad886b83c501&vjs=3
Application Developer,CIBC,"Toronto, ON",5 days ago,"Programming Skills - Develop code and test computer programs for straightforward assignments.
Review, analyze, and modify programming systems, including…",,https://ca.indeed.com/rc/clk?jk=2abf772c77db668a&fccid=f99648405c7e9e3a&vjs=3
Programmer Analyst-FIS,Peel District School Board,"Mississauga, ON",Just posted,The successful applicant will be reporting to the Team Leader FIS Development and will be responsible for development and support of the Financial Information…,,https://ca.indeed.com/rc/clk?jk=9569c9d1734d6476&fccid=351cbd7f83939756&vjs=3
Software Developer,Tier1 Financial Solutions,"Toronto, ON",7 days ago,"Assist with training for client developers.
Full-stack software development on the Salesforce platform with APEX, Javascript and HTML.",,https://ca.indeed.com/rc/clk?jk=aafdc322033ae884&fccid=7dcbefe97011ff82&vjs=3
Software Engineer,Infor,"Toronto, ON",10 days ago,"Improving software performance, scalability, stability and usability.
Collaborating with designers and UI developers to bring the designs to life.",,https://ca.indeed.com/rc/clk?jk=192fe78bb75b4897&fccid=ddf188c30da34688&vjs=3
Director - Software Development (Client and Cloud Entertainment Applications),TELUS,"Scarborough, ON",30+ days ago,"Lead, mentor and inspire a diverse team of software developers and engineers, ensuring that a DevOps and cloud-first mindset is at the forefront of all project…",,https://ca.indeed.com/rc/clk?jk=13badd1c074566a1&fccid=4512634d9e7338a8&vjs=3
Cloud Security Developer (GCS),RBC,"Toronto, ON",5 days ago,Communicate and collaborate with application developers to remediate security vulnerabilities for their applications and/or resources.,,https://ca.indeed.com/rc/clk?jk=92e7844457ee0c03&fccid=537b899e30af3338&vjs=3
Proficy Developer,BlueRose,"Toronto, ON",Just posted,"Proficy Real Time Information Portal.
Proficy Machine Edition (PLC programming in ladder logic, Function block, scripting and communications).",$40 - $45 an hour,https://ca.indeed.com/company/BlueRose-Technologies/jobs/Proficy-Developer-e1cf6a7540ff265e?fccid=982aab41d3dd69fa&vjs=3
Software Engineer - Machine Learning,Aviva,"Toronto, ON",12 days ago,"2+ programming experience in Python with strong grasp of software engineering standard methodologies such as code-reusability, modularity, use of repos, etc.",,https://ca.indeed.com/rc/clk?jk=c8dccc206455f1a3&fccid=354f4c12e3c6bd5a&vjs=3
Software Engineer,Infor,"Toronto, ON",10 days ago,"Improving software performance, scalability, stability and usability.
Collaborating with designers and UI developers to bring the designs to life.",,https://ca.indeed.com/rc/clk?jk=192fe78bb75b4897&fccid=ddf188c30da34688&vjs=3
"Software Engineer Android, 3+ Years Experience - Bitmoji",Snapchat,"Toronto, ON",30+ days ago,"3+ years of mobile software engineering experience.
This role will be based in our offices in Toronto.
Push the limits of mobile devices and create great user…",,https://ca.indeed.com/rc/clk?jk=f751943336cf4ccd&fccid=f368300325e8e8bc&vjs=3
Director - Software Development (Client and Cloud Entertainment Applications),TELUS,"Scarborough, ON",30+ days ago,"Lead, mentor and inspire a diverse team of software developers and engineers, ensuring that a DevOps and cloud-first mindset is at the forefront of all project…",,https://ca.indeed.com/rc/clk?jk=13badd1c074566a1&fccid=4512634d9e7338a8&vjs=3
Cloud Security Developer (GCS),RBC,"Toronto, ON",5 days ago,Communicate and collaborate with application developers to remediate security vulnerabilities for their applications and/or resources.,,https://ca.indeed.com/rc/clk?jk=92e7844457ee0c03&fccid=537b899e30af3338&vjs=3
Proficy Developer,BlueRose,"Toronto, ON",Just posted,"Proficy Real Time Information Portal.
Proficy Machine Edition (PLC programming in ladder logic, Function block, scripting and communications).",$40 - $45 an hour,https://ca.indeed.com/company/BlueRose-Technologies/jobs/Proficy-Developer-e1cf6a7540ff265e?fccid=982aab41d3dd69fa&vjs=3
Software Engineer - Machine Learning,Aviva,"Toronto, ON",12 days ago,"2+ programming experience in Python with strong grasp of software engineering standard methodologies such as code-reusability, modularity, use of repos, etc.",,https://ca.indeed.com/rc/clk?jk=c8dccc206455f1a3&fccid=354f4c12e3c6bd5a&vjs=3
software developer,Groupe FDM Canada Inc./FDM Group Canada Inc.,"Toronto, ON",14 days ago,Business Equipment and Computer Applications MS Excel Programming Languages Object-Oriented programming languages Java C C++ SQL C# Computer and Technology…,"$40,000 a year",https://ca.indeed.com/rc/clk?jk=c131e8a15674e3cb&fccid=86681d960ccd7dd2&vjs=3
"Software Development Manager, Shoppers Drug Mart",Loblaw Digital,"Toronto, ON",30+ days ago,"Using your exceptional experience, you will deliver high quality software and features that make everyday Canadians lives easier.",,https://ca.indeed.com/rc/clk?jk=8bad3605cec8357b&fccid=ae6e110d9fec0378&vjs=3
IT Mainframe Developer III,TD Bank,"Mississauga, ON",Today,"Configure and develop custom components with technology partners (analysts, developers, designers etc.) to meet requirements and goals.",,https://ca.indeed.com/rc/clk?jk=e00b661df55aa218&fccid=d7114f1cac8d0711&vjs=3
"Associate, Software Engineer (Full-Time 2021)",Capital One,"Toronto, ON",Today,"Associate, Software Engineer (Full-Time 2021).
Improve user experience for Android / iOS customers.
Develop CI/CD pipelines to AWS cloud environment.",,https://ca.indeed.com/rc/clk?jk=34ca0788ea4a6f43&fccid=b85c5070c3d3d8c8&vjs=3
Software Developer (New Grad),Veriday Inc.,"Mississauga, ON",5 days ago,"Strong understanding of the software development methodologies, processes and principles.
Recent Graduate or 0-1 years of professional experience in software…",,https://ca.indeed.com/rc/clk?jk=eb2e879d29914e63&fccid=dd83705762bacde6&vjs=3
Benchmark Software Developer,Primate Labs,"Toronto, ON",30+ days ago,"Primate Labs develops performance analysis software for desktop and mobile platforms.
The Benchmark Software Developer will research, develop, and optimize CPU…",,https://ca.indeed.com/rc/clk?jk=922944af857f6759&fccid=f5b8d34ca68e0488&vjs=3
Shopify Developer,Bounteous,"Toronto, ON",6 days ago,"We are looking for a Front-End Web developer proficient in HTML, CSS and JavaScript with experience working with Shopify.
Some knowledge of automated testing.",,https://ca.indeed.com/rc/clk?jk=0ff55b9e0930e943&fccid=c26a54d1f7f144b5&vjs=3
Sr. Software Engineer II - Backend (Toronto Hiring Event),Uber,"Toronto, ON",30+ days ago,"At least Ten (10) years of software engineering experience.
At Uber backend engineers have to seek a wide variety of problems and situations as we continue to…",,https://ca.indeed.com/rc/clk?jk=c69827d13f6e49fd&fccid=f766f8bfbc3effb7&vjs=3
Back-End (.NET) Developer,Blueprint Software Systems Inc.,"Toronto, ON",30+ days ago,"Experience shipping commercial enterprise software using an Agile methodology.
Minimum of 3 years of commercial software development experience.",,https://ca.indeed.com/company/Blueprint-Software-Systems-Inc./jobs/Back-End-Developer-73882fa0715a5a41?fccid=50ce34de439507c4&vjs=3
Back-End Developer – Engineering and Platform,Ubisoft,"Toronto, ON",9 days ago,"Solid experience in software engineering/development;
Work closely with teammates in design, code, and test-plan reviews to help build robust software and…",,https://ca.indeed.com/rc/clk?jk=978f31bb0a2023a4&fccid=237908de095b6446&vjs=3
Full Stack Developer,Street Contxt,"Toronto, ON",30+ days ago,"We take a data-driven, pragmatic agile approach to solving problems and subscribe to a service ownership model.
It’s a bonus if.",,https://ca.indeed.com/rc/clk?jk=18eb2dc23fb2382a&fccid=5ad05369a849b249&vjs=3
Software Engineer - Java - Toronto Hub,Veeva Systems,"Toronto, ON",9 days ago,"You should be a self-starter, who loves technical challenges and has prior experience working on a variety of engineering projects in an energizing environment.",,https://ca.indeed.com/rc/clk?jk=e0ca4b93ee96fe53&fccid=353eb997fc901045&vjs=3
Android Developer,Rogers Communications,"Toronto, ON",Today,"Your choice of hardware and software (iPhone or Android/Mac or PC etc.).
Design and build new Android apps from the ground up with the opportunity to leverage…",,https://ca.indeed.com/rc/clk?jk=dc966c84b407ee3e&fccid=b5583ca8df6a68c3&vjs=3
Frontend Developer,Innovapost,"Toronto, ON",9 days ago,"Experience with Agile software development.
Reporting to the Business Solution Delivery Development Lead for the Digital sub-domain, the Frontend Developer will…",,https://ca.indeed.com/rc/clk?jk=b37423fa4ec5bf7d&fccid=2bf8026993eece77&vjs=3
Full Stack Developer,Rivit,"Woodbridge, ON",2 days ago,"We provide a great salary/bonus plan, flexible working hours, health benefits, and a generous amount of time off too!
HTML/CSS with Bootstrap a plus.",,https://ca.indeed.com/rc/clk?jk=aa59c7b50ce1248f&fccid=94985f4854572160&vjs=3
Software Engineering Specialist,amdocs,"Toronto, ON",2 days ago,"Bring continuous improvements/efficiencies to the software or business processes by utilizing software engineering tools and various innovative techniques, and…",,https://ca.indeed.com/rc/clk?jk=de5d194d035190ad&fccid=3b6bf500a6749588&vjs=3
Software Engineer (Fullstack) Intern,SnapTravel,"Toronto, ON",1 day ago,"You have at least 6-18 months of full-stack software development work experience, preferably with exposure to a dynamic, startup environment.",,https://ca.indeed.com/rc/clk?jk=961c0e7c3a306475&fccid=960d8f54f5a1520f&vjs=3
Software Developer,opentext,"Mississauga, ON",13 days ago,"NET, ASP.NET, ReactJS, Angular and MS SQL.
Your First Six Months: Establish relationships with the team members Gain a good understanding of the OpenText…",,https://ca.indeed.com/rc/clk?jk=6f15a6c2dd10abfe&fccid=c908408e676247d6&vjs=3
Software Developer,407 ETR,"Woodbridge, ON",30+ days ago,407 ETR’s Information Technology division is responsible for the infrastructure and software to enable the efficient operation of the highway-including toll…,,https://ca.indeed.com/rc/clk?jk=b12a2097452c3532&fccid=a851a4ad1d9e729f&vjs=3
Front End Developer,Alida,"Toronto, ON",30+ days ago,"Experience with software engineering best practices (e.g. unit testing, code reviews, design documentation).
Actively look for ways to improve the Front end UX…",,https://ca.indeed.com/rc/clk?jk=358a8fc1128db8a4&fccid=93bc592d70f21d98&vjs=3
